TreeID,Sensor,Timestamp,M1,M2,M3,M4,M5,M6,T1,T2,T3,T4,T5,T6,T7
TV3,2,2022-09-30T14:13:00Z,28.5,29.1,11.8,13,10.8,22.7,19.1,18.3,19.1,19,18.6,18.7,18.7
TV3,2,2022-09-30T15:13:00Z,37.6,32,11.8,13.1,10.8,22.6,19.3,18.6,19,19,18.6,18.7,18.7
TV3,2,2022-09-30T16:13:00Z,32.2,29.9,11.8,13.1,10.8,22.6,19.2,18.5,19.1,19,18.6,18.7,18.7
TV3,2,2022-09-30T17:13:00Z,30.2,30,12.1,13.1,10.8,22.6,19.2,18.6,19.1,18.8,18.6,18.7,18.7
TV3,2,2022-09-30T18:13:00Z,29.6,29.8,12.1,13.1,10.8,22.6,19.2,18.6,19.1,19,18.6,18.7,18.7
TV3,2,2022-09-30T19:13:00Z,39.9,34.3,12.3,13.1,10.8,22.6,19,18.5,19.1,19,18.6,18.7,18.7
TV3,2,2022-09-30T20:13:00Z,38.2,31.6,12.6,13.5,10.8,22.7,19,18.5,19.1,19,18.6,18.7,18.7
TV3,2,2022-09-30T21:13:00Z,38.1,32,12.8,13.6,11.1,22.7,18.7,18.5,19.1,19,18.6,18.7,18.7
TV3,2,2022-09-30T22:13:00Z,32.7,30.9,12.8,13.8,11.3,22.7,18.7,18.5,19.1,19,18.7,18.7,18.7
TV3,2,2022-09-30T23:13:00Z,31.5,30.7,12.6,13.8,11.5,23.1,18.7,18.5,19.2,19,18.6,18.7,18.7
TV3,2,2022-10-01T00:13:00Z,30.5,30.3,12.6,13.8,11.5,23.2,18.6,18.5,19.1,19,18.6,18.7,18.7
TV3,2,2022-10-01T01:13:00Z,30.7,30.3,12.6,13.8,11.5,23.2,18.5,18.5,19.1,19,18.6,18.7,18.7
TV3,2,2022-10-01T02:13:00Z,30.4,30.2,12.6,13.8,11.5,23.2,18.2,18.3,19.1,19,18.6,18.7,18.7
TV3,2,2022-10-01T03:13:00Z,29.9,30.1,12.5,13.8,11.5,23.2,18.2,18.2,19.1,19,18.6,18.7,18.7
TV3,2,2022-10-01T04:13:00Z,29.7,29.9,12.5,13.6,11.5,23.2,18.2,18.2,19.1,19,18.6,18.7,18.7
TV3,2,2022-10-01T05:13:00Z,29.4,29.8,12.5,13.6,11.5,23.2,18.2,18.2,19,19,18.6,18.7,18.7
TV3,2,2022-10-01T06:13:00Z,29.3,29.7,12.3,13.6,11.5,23.2,18.1,18.2,19.1,19,18.6,18.7,18.7
TV3,2,2022-10-01T07:13:00Z,29.1,29.6,12.3,13.6,11.3,23.2,18.1,18.1,19,19,18.6,18.7,18.7
TV3,2,2022-10-01T08:13:00Z,29.1,29.5,12.3,13.6,11.3,23.2,18.2,18.1,19,19,18.6,18.7,18.7
TV3,2,2022-10-01T09:13:00Z,29,29.5,12.1,13.5,11.3,23.2,18.2,18.1,19,18.8,18.6,18.7,18.7
TV3,2,2022-10-01T10:13:00Z,29,29.4,12.1,13.5,11.3,23.2,18.3,18.1,19,19,18.6,18.7,18.7
TV3,2,2022-10-01T11:13:00Z,28.9,29.3,12.1,13.5,11.3,23.2,18.5,18.1,18.8,19,18.6,18.7,18.7
TV3,2,2022-10-01T12:13:00Z,28.9,29.3,12.1,13.3,11.3,23.2,18.6,18.1,18.8,19,18.6,18.7,18.7
TV3,2,2022-10-01T13:13:00Z,28.9,29.3,12.1,13.3,11.3,23.2,18.5,18.1,19,18.8,18.6,18.7,18.7
TV3,2,2022-10-01T14:13:00Z,29,29.2,12.1,13.3,11.3,23.2,18.6,18.2,18.8,18.8,18.6,18.7,18.7
TV3,2,2022-10-01T15:13:00Z,29,29.3,12.1,13.3,11.1,23.2,18.7,18.2,18.8,18.8,18.6,18.7,18.7
TV3,2,2022-10-01T16:13:00Z,29.1,29.3,12,13.3,11.1,23.2,18.7,18.2,19,19,18.6,18.7,18.7
TV3,2,2022-10-01T17:13:00Z,29,29.3,12,13.3,11.1,23.1,18.7,18.2,18.8,18.8,18.6,18.7,18.7
TV3,2,2022-10-01T18:13:00Z,28.9,29.3,12,13.3,11.1,23.1,18.6,18.2,18.8,18.8,18.6,18.7,18.7
TV3,2,2022-10-01T19:13:00Z,28.9,29.2,12,13.3,11.1,23.1,18.6,18.2,18.8,18.8,18.6,18.7,18.7
TV3,2,2022-10-01T20:13:00Z,28.9,29.2,12,13.3,11.1,23.1,18.5,18.1,18.8,18.8,18.6,18.7,18.7
TV3,2,2022-10-01T21:13:00Z,28.9,29.2,12,13.3,11.1,23.1,18.3,18.2,18.8,19,18.6,18.7,18.7
TV3,2,2022-10-01T22:13:00Z,28.9,29.2,12,13.3,11.1,23.1,18.5,18.2,18.8,18.8,18.6,18.7,18.7
TV3,2,2022-10-01T23:13:00Z,28.8,29.2,12,13.3,11.1,23,18.3,18.1,19,18.8,18.6,18.7,18.7
TV3,2,2022-10-02T00:13:00Z,28.8,29.2,12,13.3,11.1,23,18.2,18.1,18.8,18.8,18.6,18.7,18.7
